zumi	ずみ
leton	エトン
letia	エティア
letai	えたい
lessa	エッサ
leshi	エシ
lesen	エセン
leroi	エロイ
leria	エリア
leora	エオラ
leontinoi	レオンティノイ
lenzu	エンズ
lenya	エンヤ
lenon	エノン
lenko	エンコ
lenka	えんか
leninakan	レニナカン
lenia	エニア
lendi	エンディ
lemen	エメン
lemegeton	レメゲトン
lekia	エキア
leizu	エイズ
leisa	エイサ
leiko	エイコ
leiju	えいじゅ
leiji	エイジ
leida	エイダ
lehan	エハン
leguizamo	レグイザモ
legan	エガン
leeta	エータ
leere	エーレ
leene	エーネ
leeke	エーケ
leede	エーデ
ledin	エディン
ledington	エディングトン
leden	エデン
ledda	エッダ
ledan	エダン
lebon	エボン
leban	エバン
learo	エアロ
lazon	アゾン
lazarenko	ラザレンコ
layon	アヨン
lawin	アウィン
lawai	あわい
lavin	アヴィン
lavia	アヴィア
laven	アヴェン
lauti	アウティ
lauta	アウタ
lausonius	アウソニウス
laure	アウレ
lauma	アウマ
lauki	アウキ
laudo	アウド
latto	アット
latta	アッタ
laton	アトン
latimeria	ラティメリア
latii	アティー
latia	アティア
lashi	あし
lasha	アシャ
larue	アルエ
lario	アリオ
larie	アリエ
larentina	バレンティナ
laree	アレー
lapin	アピン
laono	奥ノ
laona	アオナ
laodikeia	ラオディケイア
lanza	アンザ
lanya	アニャ
lanti	アンティ
lanta	アンタ
lansu	アンス
lanpo	あんぽ
lanoo	アノー
lanne	アンネ
lanna	あんな
lankapuri	アナカプリ
langu	アング
lango	アンゴ
langa	あんが
lanea	アネア
lando	アンド
landi	アンディ
lanan	アナン
lamon	アモン
lamii	アミー
lakua	アクア
lakou	アコウ
lakko	アッコ
lakki	アッキ
lakka	アッカ
lakedaimonios	ラケダイモニオス
lakan	あかん
lakai	あかい
lajia	アジア
laizi	あい子
laiya	アイヤ
laite	アイテ
laita	あいた
laise	アイセ
laisa	アイサ
laira	アイラ
laina	アイナ
laimo	アイモ
laime	アイメ
laima	アイマ
laiho	あいほ
laida	アイダ
laiba	アイバ
lahou	アホウ
lahan	アハン
lahai	アハイ
lagua	アグア
lagoo	アゴー
lagin	アギン
lagen	アゲン
lagan	アガン
lafin	アフィン
lafia	アフィア
laere	アエレ
laera	アエラ
ladoo	アドー
ladan	アダン
lachi	あち
lache	アチェ
lacha	アチャ
labin	アビン
labeo	アベオ
labbe	アッベ
labai	アバイ
laamu	アーム
laagi	アーギ
kyuna	ユナ
kyuma	ユマ
kyuko	ユコ
kyokuichi	キョクイチ
kyoko	ヨコ
kyogi	ヨギ
kyoga	ヨガ
kyodo	よど
kyide	詣で
kyari	ヤリ
kyami	ヤミ
kwate	ワテ
kwasa	ワサ
kwara	わら
kwani	丸い
kwaku	わく
kwagu	わぐ
kwadi	ワディ
kvika	ヴィカ
kuwaa	ウワー
kuus	クーサ
kuuma	ウーマ
kuuk	クーク
kutti	ウッティ
kutte	ウッテ
kutta	うった
kutsu	うつ
kutsuwada	クツワダ
kutai	ウタイ
kusumapura	スマプラ
kushinada	クシナダ
kushinada-hime	クシナダヒメ
kushiinadahime	クシナダヒメ
kuroboshi	クロボシ
kurishima	プリシマ
kurii	ウリー
kurie	ウリエ
kuran	ウラン
kuoni	ウォニ
kuona	ウォナ
kuoi	クォディ
kunka	ウンカ
kunju	ウンジュ
kunji	ウンジ
kunio	ウニオ
kunigunde	クニグンデ
kunia	ウニア
kunhi	ウンヒ
kunegunda	クネグンダ
kundi	ウンディ
kunbi	ウンビ
kunashiri	クナシリ
kumon	ウモン
kumai	うまい
kumaa	ウマー
kukko	ウッコ
kukki	ウッキ
kukamonga	クカモンガ
kukai	うかい
kujun	ウジュン
kude	クーデ
kuchu	ウチュ
kubra	クラ
kubin	ウビン
kuara	ウアラ
ktaba	タバ
kshapanaka	シャパンカ
ksepa	セパ
ksani	サニ
kruto	ルト
kruta	ルタ
kruse	ルセ
kruna	ルナ
krume	ルメ
kruke	ルケ
kruje	ルジェ
kruja	ルジャ
kruge	ルゲ
kroto	ロト
krome	ロメ
kroma	ロマ
kromantse	ロマンツェ
kroha	ロハ
krivi	リヴィ
krise	リセ
krisa	リサ
krini	リニ
krina	リナ
krime	リメ
krika	りか
krida	リダ
kribi	リビ
krete	レテ
kreta	れた
kresa	レサ
kreon	レオン
krena	れな
krema	レマ
kredi	レディ
kraze	ラゼ
krave	ラヴェ
kran	キラン
krani	ラニ
krain	ライン
krage	ラゲ
kraai	ラーイ
kppi	カッピ
kpama	パマ
kozan	オザン
kozai	オザイ
koyin	お陰
koutu	おう吐
kounotori	コウノトリ
kouni	オウニ
koumi	おうみ
kouki	オウキ
kouji	オウジ
kotto	オット
kotte	オッテ
koten	オテン
kosse	オッセ
kosi	コシ
koshu	オシュ
koshigaya	コシガヤ
kosha	オシャ
koshamain	コシャマイン
kosei	オセイ
korzu	こづ
korze	コレ
korotenko	コロテンコ
korie	オリエ
koria	オリア
koreo	オレオ
korea	オレア
koran	オラン
korai	オライ
kopin	オピン
kooru	オール
koopa	オーパ
koone	オオネ
kooki	オーキ
konza	オンザ
konyu	おにゅ
konpeitou	こんぺいとう
kononenko	コノネンコ
konni	オンニ
konna	おんな
konko	オンコ
konishiki	コニシキ
konichiwa	コニチワ
kongu	オング
kongi	オンギ
kondopoga	コンドポガ
konda	オンダ
konawaena	コナワエナ
komoriuta	コモリウタ
koman	オマン
komal	こま
kolin	お隣
kolde	コデ
kokoo	オコー
kokon	オコン
kokoe	オコエ
kokki	オッキ
kokin	オキン
kokeo	オケオ
kokei	オケイ
kokan	オカン
kokai	オカイ
kojun	オジュン
kojin	オジン
koishikawa	イシカワ
koide	おいで
kohia	オヒア
kohan	オハン
kodie	オディエ
kodia	オディア
koden	オデン
kodan	オダン
kodai	お袋
kocharyan	コチャリャン
koboi	オボイ
kobie	オビエ
kobayashi	コバヤシ
knuke	ヌケ
knome	ノメ
knode	ので
knoda	ノダ
kniga	ニガ
kniga	ニガ
knabe	ナベ
kmita	ミタ
kmara	マラ
klimi	励み
klije	キジェ
kkirikkiri	キリキリ
kizen	いぜん
kiyoo	イヨー
kitoi	イトイ
kitan	イタン
kitai	いたい
kitaa	イター
kisha	いしゃ
kisan	イサン
kisai	イサイ
kisaa	イサー
kirya	イリャ
kirun	イルン
kiron	イロン
kiritsubo	きりつぼ
kirikuchi	キリクチ
kirie	イリエ
kiria	イリア
kiren	イレン
kirei	イレイ
kiran	イラン
kiora	イオラ
kiona	イオナ
kinza	いんざ
kinte	インテ
kinta	インタ
kinpu	インプ
kinoshita	キノシタ
kinosenter	イノセンテ
kinon	イノン
kinko	インコ
kinki	インキ
kinka	インカ
kinji	インジ
kingu	ィング
kingo	インゴ
kindi	インディ
kindaichi	キンダイチ
kinai	イナイ
kikka	いっか
kikai	イカイ
kiiza	イーザ
kiire	イーレ
kiifi	イーフィ
kiera	イェラ
kiene	イェネ
kieke	イェケ
kidou	イドウ
kideo	イデオ
kiddi	キディ
kichi	いち
kibayashi	キバヤシ
kiara	イアラ
kiani	イアニ
khyan	ヒャン
khuru	護る
khure	戯れ
khottaboon	オッタボーン
khota	ほた
khoro	ほろ
khori	ほり
khoon	ホーン
khoni	ホニ
khone	ほね
khona	ほな
khomutovo	ホムトヴォ
khivi	ヒヴィ
khita	ひた
khiri	ヒリ
khian	ヒアン
khevi	ヘヴィ
kheti	ヘティ
khete	ヘテ
kheta	ヘタ
kheru	ヘル
kheri	ヘリ
khera	何ら
khema	ヘマ
kheda	ヘダ
khaza	ハザ
khayo	ハヨ
khasa	ハサ
kharu	ハル
kharo	ハロ
khare	はれ
khapa	ハパ
khamu	ハム
khamo	ハモ
khamnigan	ハモニガン
khami	ハミ
khama	ハマ
khaka	ハカ
khaju	ハジュ
khabi	ハビ
khaan	ハーン
khaan	ハーン
kgabo	ガボ
kevin	エヴィン
keven	エヴェン
ketti	エッティ
ketia	エティア
keshigomu	けしゴム
kesha	エシャ
kesen	エセン
kerui	エルイ
kerio	エリオ
kerie	エリエ
kerei	エレイ
kerberos	ケルベロス
keoka	エオカ
kenzo	エンゾ
kenze	エンゼ
kenza	エンザ
kento	エント
kenta	エンタ
kensu	エンス
kensa	エンサ
kenon	エノン
kenn	ケナン
kenko	エンコ
kenki	エンキ
kenka	えんか
kenji	エンジ
kenia	エニア
kenan	エナン
kempi	ケピ
kemen	エメン
kekkafuza	けっかふざ
keiza	エイザ
keita	エイタ
keina	エィナ
keiju	えいじゅ
keiji	エイジ
keiga	エィガ
kehan	エハン
kegan	エガン
keere	エーレ
keera	エーラ
keene	エーネ
keean	エーアン
kedington	エディングトン
kechu	エチュ
kechi	エチ
keche	エチェ
kebon	エボン
keban	エバン
kean	ケナン
kbira	彼ら
kazon	アゾン
kazaa	アザー
kawin	アウィン
kawashima	カワシマ
kawakatsu	カワカツ
kawaiahao	カワイアハオ
kawaguchi	カワグチ
kawaa	アワー
kauto	アウト
kaure	アウレ
kaura	アウラ
kauppinen	カウッピネン
katto	アット
katsuyoshi	つよし
katsushima	ツシマ
katsuragi	カツラギ
katsumata	カツマタ
katsukawa	マツカワ
katsuichi	パツイチ
katit	カティ
katia	アティア
katatonia	カタトニア
katashiro	カタシロ
katamaran	カタマラン
katai	アタイ
kassa	アッサ
kashu	アシュ
kashiwagi	かしわぎ
kashimoto	はしもと
kasai	アサイ
karoo	アロー
karkataka	アラカタカ
kario	アリオ
karie	アリエ
karia	アリア
karen	アレン
karee	アレー
karau	あらう
karatsuba	カラツバ
karashima	ナラシマ
karankawa	カランカワ
karakitai	カラキタイ
karaganda	カラガンダ
kaoru	あおる
kaogu	あおぐ
kaofu	アオフ
kanzu	あんず
kanza	アンザ
kanva	かな
kanti	アンティ
kante	アンテ
kansu	アンス
kanpu	アンプ
kanou	アノウ
kanoo	アノー
kanniyakumari	カンニヤークマリ
kanne	アンネ
kannazuki	かんなづき
kanmu	アンム
kanko	あんこ
kanki	アンキ
kanke	アンケ
kanka	アンカ
kania	アニア
kangu	アング
kanbo	あんぼ
kanau	アナウ
kanai	アナイ
kamoi	アモイ
kamitsuki	カミツキ
kamishiro	カミシロ
kamio	アミオ
kamia	アミア
kamei	アメイ
kamarudin	カマルディン
kamai	アマイ
kalte	カテ
kalai	カーイ
kakou	アコウ
kakki	アッキ
kajii	アジー
kaizu	あいず
kaito	アイト
kaise	アイセ
kair	かいり
kairi	アイリ
kaire	アイレ
kaira	アイラ
kainu	アイヌ
kaini	アイニ
kaine	アイネ
kaima	アイマ
kaiku	アイク
kaiko	アイコ
kaiki	あいき
kaika	アイカ
kaiji	アイジ
kaiho	あいほ
kaiga	アイガ
kaido	アイド
kaidi	アイディ
kaida	アイダ
kaiba	アイバ
kahha	アッハ
kahai	アハイ
kagurazuki	グラズキ
kagoj	かご
kagen	アゲン
kagemusha	かげむしゃ
kaegi	アエギ
kaden	アデン
kadda	アッダ
kadan	アダン
kache	アチェ
kacha	アチャ
kabukiman	カブキマン
kabon	アボン
kabin	アビン
kabba	アッバ
kaaza	アーザ
kaavi	アーヴィ
kaaro	アーロ
kaare	アーレ
kaabu	アーブ
jyian	ジァン
jyaku	やく
juzan	うざん
juwan	ウワン
jutta	うった
jussu	ウッス
jushi	うし
jurua	ウルア
jurie	ウリエ
juran	ウラン
juramento	フラメント
juramento	フラメント
jurai	ウライ
junya	ウニャ
junun	ウンウン
junko	ウンコ
junji	ウンジ
junichirou	にちろう
jungingen	ユンギンゲン
jundi	ウンディ
junda	ウンダ
junai	ウナイ
jumae	ジュマ
jumaa	ウマー
jujun	ウジュン
juche	ウチェ
jubin	ウビン
jozan	オザン
jouni	オウニ
jouji	オウジ
jotto	オット
jossu	オッス
josse	オッセ
jossa	オッサ
josan	オサン
jorun	オルン
jorri	オッリ
jorre	オッレ
jorio	オリオ
joran	オラン
joppa	オッパ
jopin	オピン
jopen	お盆
joose	オオセ
joosa	オーサ
jonze	オンゼ
jonsu	オンス
jonni	オンニ
jonna	おんな
jonka	ジョカ
jonin	オニン
jongo	オンゴ
jomon	オモン
jolin	お隣
jokun	オクン
jokin	オキン
jokei	オケイ
johan	オハン
johanette	ヨハネッテ
joffe	オッフェ
jodie	オディエ
jocho	オチョ
jochi	おち
joban	オバン
jitsuroku	ジツロク
jishu	イシュ
jishi	イシ
jisan	イサン
jisai	イサイ
jiren	イレン
jirau	いらう
jippo	いっぽ
jipin	イピン
jinpu	インプ
jinpa	インパ
jinma	インマ
jinko	インコ
jinju	インジュ
jinji	インジ
jinge	インゲ
jindo	インド
jindi	インディ
jinda	インダ
jinbi	インビ
jinai	イナイ
jimin	イミン
jikei	いけい
jijii	イジー
jihan	イハン
jieru	イエル
jiefu	イエフ
jibon	イボン
jiboa	イボア
jhoon	ホーン
jhoni	ホニ
jhone	ほね
jheto	何と
jheri	ヘリ
jhapa	ハパ
jhane	ハネ
jewin	エウィン
jevin	エヴィン
jettingen	メッティンゲン
jetta	エッタ
jeta	ジェータ
jessa	エッサ
jeshu	エシュ
jesen	エセン
jerro	エッロ
jeroo	エロー
jeria	エリア
jergi	ジェギ
jeren	エレン
jerai	えらい
jeong	ジェオン
jeona	エオナ
jenza	エンザ
jenya	エンヤ
jenko	エンコ
jenke	エンケ
jenjo	えんじょ
jenji	エンジ
jenia	エニア
jendo	エンド
jemma	エッマ
jemen	エメン
jemaa	エマー
jeka	ジェンカ
jeito	エイト
jeita	エイタ
jehan	エハン
jegan	エガン
jefimenko	ジェフィメンコ
jeeto	えーと
jeeta	エータ
jeene	エーネ
jeene	エーネ
jedin	エディン
jedda	エッダ
jdate	ダテ
jayajirao	サヤジラオ
jawai	あわい
jaure	アウレ
jaura	アウラ
jauja	アウジャ
jaude	アウデ
jatte	アッテ
jatte	アッテ
jatta	アッタ
jaton	アトン
jassa	アッサ
jason	アソン
jashu	アシュ
jasen	アセン
jaron	アロン
jaren	アレン
jarea	アレア
jaran	アラン
jarai	あらい
jappa	アッパ
japgi	ジャギ
japanorama	パノラマ
jaora	アオラ
janua	アヌア
janta	アンタ
jansa	アンサ
janou	アノウ
jannu	アンヌ
janni	アンニ
janne	アンネ
janna	あんな
janko	あんこ
janki	アンキ
janke	アンケ
janka	アンカ
janji	アンジ
janio	アニオ
jango	アンゴ
janga	あんが
jandi	アンディ
janda	アンダ
janbi	アンビ
janardhan	ジャナルダン
janai	アナイ
jamti	ジャティ
jamii	アミー
jamia	アミア
jamea	アメア
jamai	アマイ
jakon	アコン
jakko	アッコ
jakki	アッキ
jakie	アキエ
jaisa	アイサ
jairo	アイロ
jaipongan	ジャイポンガン
jaini	アイニ
jaine	アイネ
jaina	アイナ
jaime	アイメ
jaiku	アイク
jaibo	アイボ
jaiba	アイバ
jahan	アハン
jahai	アハイ
jagau	アガウ
jadoo	アドー
jadin	アディン
jaden	アデン
jacho	アチョ
jabon	アボン
jabin	アビン
jabba	アッバ
jaare	アーレ
jaane	アーネ
izumo	ヅモ
izumi	ずみ
izuko	ズコ
izuka	ヅカ
izera	ゼラ
izaya	ザヤ
izawa	ざわ
izama	ザマ
iyoku	よく
iyeku	曳く
iyasu	ヤス
iyase	やせ
iyari	ヤリ
iyapo	ヤポ
iyami	ヤミ
iwaya	ワヤ
iwate	ワテ
iwata	ワタ
iwase	ワセ
iwasa	ワサ
iware	われ
iwamizawa	いわみざわ
iwama	ワマ
iwaki	わき
ivri	イヴリ
iussu	ウッス
iussu	ウッス
iurii	ウリー
iurie	ウリエ
iunio	ウニオ
iuchi	ウチ
ituri	塗り
itskushima	ツシマ
itote	トテ
itosu	トス
itone	トネ
itoku	トク
itobi	トビ
iteso	テソ
itera	テラ
itedi	テディ
itcha	っちゃ
itaya	タヤ
itawa	タワ
itati	タティ
itata	タタ
itaru	タル
itare	たれ
itara	たら
itapa	タパ
itano	タノ
itani	タニ
itami	タミ
itagi	タギ
itabi	たび
isuzu	すず
īsuto	スト
isusu	すす
isumi	スミ
isuma	スマ
isuke	スケ
isubu	スブ
isuan	スアン
isshu	ッシュ
isshi	ッシ
ispin	イピン
isora	そら
isone	ソンエ
isona	ソンア
isoma	ソマ
isoko	ソコ
isite	ｼﾃ
isidi	イーディ
i-shu	イシュ
ishizuchi	いしづち
ishimatsu	イシマツ
ishii	貰い
ishan	シャン
ishai	シャイ
iseya	せや
iseko	せこ
iseke	セケ
isaza	サザ
isawa	さわ
isara	さら
isani	サニ
isane	サネ
isana	サナ
isamu	さむ
isami	サミ
isake	サケ
isaka	サカ
isaie	サイエ
isaia	サイア
isago	サゴ
isaga	サガ
isad	イサド
iruwa	ルワ
iruri	るり
iruma	ルマ
iruka	ルカ
irube	ルベ
iroon	ローン
iroda	ロダ
irita	リタ
irina	リナ
irima	リマ
irigo	リゴ
iriga	リガ
irida	リダ
irian	リァン
irere	イェレ
irena	れな
ireen	レーン
irebu	レブ
ireba	レバ
irazu	らず
iraya	ラヤ
iravi	ラヴィ
irata	ラタ
irago	ラゴ
irada	ラダ
irabu	らぶ
ippai	っぱい
iperu	ぺる
ipato	パト
ipana	パナ
iorio	オリオ
iopu	ディオプ
iono	イソノ
iokai	オカイ
iohan	オハン
ioffe	オッフェ
inzai	ンザイ
inyan	ニャン
inyaa	ニャア
intanetto	インタネット
insha	ンシャ
inoui	イヌイ
inoue	ノウェ
inose	のせ
inori	ノリ
inoki	ノキ
inoka	ノカ
inni	ニンニ
inini	ニニ
iniki	ニキ
inika	ニカ
inide	ニデ
ineta	ネタ
inemi	イェミ
ineko	ねこ
inegi	ねぎ
independientes	インデペンディエンテ
ìnchi	んち
inazo	なぞ
inati	ナティ
inata	ナタ
inasa	ナサ
inaru	ナル
inara	なら
inana	南ア
inami	ナミ
iname	ナメ
inama	ナマ
inaki	ナキ
inaka	ナカ
inada	ナダ
inadahime	イナダヒメ
inaba	ナバ
imuun	ムーン
imusa	むさ
imuri	ムリ
imura	ムラ
imugi	むぎ
imoto	モト
imoko	モコ
imoda	モダ
imizu	ミズ
imiki	みき
imeri	メリ
imeno	メノ
imedi	メディ
imazu	マズ
imata	また
imasu	ます
imari	マリ
imara	マラ
imaon	マオン
imanu	マヌ
imani	マニ
imane	マネ
imami	マミ
imama	ﾏﾏ
imako	マコ
imaki	まき
imagi	まぎ
imada	マダ
ilisu	離す
ikuto	クト
ikuta	クタ
ikusa	クサ
ikume	クメ
ikuma	クマ
ikuko	クコ
ikuei	クェイ
ikopa	コパ
ikoni	コニ
ikone	コネ
ikoma	こま
ikoku	コク
ikiru	きる
ikire	キレ
ikime	キメ
ikidi	キディ
ikeno	ケノ
ikemi	ケミ
ikeko	ケコ
ikedo	けど
ikeda	ケダ
ikebukuro	いけぶくろ
ikawa	カワ
ikate	カテ
ikata	カタ
ikari	カリ
ikara	カラ
ikano	カノ
ikana	かな
ikami	カミ
ikada	カダ
ijumu	拒む
ijebu	ジェブ
iitsu	イツ
iishi	イシ
ihiyo	ひよ
ihiba	ヒバ
ihema	ヘマ
ihaya	ハヤ
ihate	ハテ
ihase	はせ
ihara	ハラ
ihama	ハマ
ihaka	ハカ
ihaia	ハイア
igusa	グサ
igro	イガロ
igoto	ゴト
igodo	ゴド
igigi	ギギ
igen	イーゲン
igede	ゲデ
igaya	ガヤ
ifira	フィラ
ietan	エタン
ierii	エリィ
ierce	イェレ
iemma	エッマ
idri	イドリ
idota	ドタ
idoru	どる
idora	どら
idoni	ドニ
idoma	ドマ
idoko	ドコ
idina	ディナ
ideya	デヤ
idera	デラ
idema	デマ
ideia	デイア
idefi	デフィ
idebo	デボ
idaya	ダヤ
idato	ダト
i̇dare	ダレ
idara	ダラ
idani	淡い
idaia	ダイア
idaho	だほ
ichio	ちお
ichinotani	池ノ台
ichinomoto	ヒノモト
ichimonji	イチモンジ
ibusa	ブサ
iburi	ぶり
ibun	ジブン
ibuki	ぶき
ibuka	ブカ
ibiza	ビザ
ibini	ビニ
ibero	ベロ
iberi	ベリ
ibera	ベラ
ibeno	ベノ
ibbur	イッブ
ibata	バタ
ibaru	ばる
ibara	ばら
ibane	バネ
ibama	バマ
ibaka	バカ
ibaji	バジ
ibagu	バグ
ibadi	バディ
ibaan	バァン
iason	アソン
iarla	イアラ
ianto	アント
ianni	アンニ
ianna	あんな
iango	アンゴ
hyuga	ユガ
hyona	ヨンア
hyodo	よど
hyakutake	ヤコウタケ
hwita	ヰタ
hwasa	ワサ
hwana	ワナ
hvite	ヴィテ
hvite	ヴィテ
hvini	ヴィニ
hvati	ハティ
huume	ウーメ
huugo	ウーゴ
hutto	ウット
hutta	うった
hutsu	うつ
husun	ウスン
hushu	ウシュ
hushi	うし
hurra	ウッラ
huron	ウロン
huria	ウリア
huomo	ウォモ
hunka	ウンカ
hunji	ウンジ
hunia	ウニア
hungariae	フンガリアエ
hunedoara	フネドアラ
humanista	ウマニスタ
humai	うまい
huizu	うぃず
huida	ヒダ
huete	ウェテ
hudon	うどん
hucho	ウチョ
hubo	しゅぼ
huato	ハト
huari	ウアリ
huara	ウアラ
huapi	ウアピ
htana	タナ
hruso	ルソ
hrawi	ラウィ
hrani	ラニ
hrabe	ラベ
houtu	おう吐
houji	オウジ
houde	オウデ
houbunsha	こうぶんしゃ
hotte	オッテ
hotan	オタン
hosso	オッソ
hossa	オッサ
hosoi	おそい
hoshu	オシュ
hoshizaki	ホシザキ
hoshikawa	ヨシカワ
hosha	オシャ
hosei	オセイ
hosea	オセア
hosan	オサン
horun	オルン
horodenka	オロデンカー
horio	オリオ
horikoshi	ホリコシ
horii	オリィ
horie	オリエ
horia	オリア
horan	オラン
hopea	オペア
hoove	オーヴェ
hoota	オオタ
hoora	オーラ
hoopa	オーパ
hooke	オーケ
hooka	オーカ
honsa	オンサ
honokohau	ホノコハウ
honma	オンマ
honea	オンエア
hondarribi	オンダリビ
honan	オナン
homon	オモン
homi	好み
homen	オメン
homan	オマン
homai	オマイ
hokke	オッケ
hokin	オキン
hokeo	オケオ
hokan	オカン
hojin	オジン
hoite	オイテ
hogun	オグン
hoffe	オッフェ
hode	後で
hoddo	オッド
hodan	オダン
hochi	おち
hobohemian	ボヘミアン
hoban	オバン
hoang	ホァン
hnida	ニダ
hnabi	ナビ
hmara	マラ
hline	ヒネ
hizen	いぜん
hiyot	ひよ
hiwan	イワン
hitte	イッテ
hissa	イッサ
hisao	いさお
hirotsugu	ヒロツグ
hiroshima	ヒロシマ
hiroo	イロー
hiron	イロン
hiromitsu	ヒロミツ
hiribarren	イリバレン
hiren	イレン
hiratsuka	ひらつか
hirashiki	ヒラシキ
hiran	イラン
hiramatsu	ヒラマツ
hirai	イライ
hippothoe	ヒッポトエー
hippidion	ヒッピディオン
hippa	いっぱ
hipparion	ヒッパリオン
hinoo	イノー
hinko	インコ
hinda	インダ
hinba	インバ
hikoi	いこい
hikoboshi	ヒコボシ
hikki	イッキ
hiita	イータ
higurashi	ひぐらし
hiero	イエロ
hiene	イェネ
hideo	イデオ
hiden	イデン
hichi	いち
hibon	イボン
hibernica	ヒベルニア
hevia	エヴィア
hetti	エッティ
hettingen	メッティンゲン
hetta	エッタ
heton	エトン
hetan	エタン
hessengau	ヘッセンガウ
hesen	エセン
heroi	エロイ
heren	エレン
herbu	ヘブ
henze	エンゼ
henriette	ヘンリエッテ
henotikon	ヘノティコン
henon	エノン
henke	エンケ
henia	エニア
hendo	エンド
hendi	エンディ
henda	エンダ
henan	エナン
hemon	エモン
hemma	エッマ
helgi	へぎ
hekia	エキア
heita	エイタ
heime	エイメ
heiko	エイコ
heikkinen	ヘイッキネン
heiki	エイキ
heiji	エイジ
heigo	エイゴ
heidi	エイディ
heida	エイダ
hegan	エガン
hegai	エガイ
heeze	エーゼ
heero	エーロ
heera	エーラ
heepe	エーペ
heeke	エーケ
hedin	エディン
hedda	エッダ
heche	エチェ
hebraeus	ヘブラエウス
hebbe	エッベ
heban	エバン
hbase	バセ
hazon	アゾン
hazen	あぜん
hayachine	はやちね
hawin	アウィン
havia	アヴィア
hauto	アウト
hauri	アウリ
haura	アウラ
hauptman	ハウプトマン
haum	ハウマ
hatto	アット
hatta	アッタ
hatohobei	ハトホベイ
hason	アソン
hashu	アシュ
hashimiya	カシミヤ
hashimite	ハシミテ
hasen	アセン
hasao	アサオ
harue	アルエ
haroo	アロー
harja	ハジャ
harii	アリイ
harði	ハリ
hapla	ハパ
haparanda	ハパランダ
haora	アオラ
hanzu	あんず
hanze	アンゼ
hanza	アンザ
hanya	アニャ
hante	アンテ
hanpu	アンプ
hanou	アノウ
hanon	アノン
hannu	アンヌ
hanni	アンニ
hanne	アンネ
hanki	アンキ
hanke	アンケ
hanka	アンカ
hania	アニア
hangu	アング
hando	アンド
hanbu	アンブ
hanbo	あんぼ
hanbi	アンビ
ḥanan	アナン
hamun	アムン
ḥamon	アモン
hamai	アマイ
halte	ハテ
hakui	アクイ
hakon	アコン
hakko	アッコ
hakki	アッキ
hakii	アキー
hakia	アキア
hakarimata	カリマタ
hakan	あかん
hajao	アジャオ
haizi	あい子
haiyu	アイユ
haito	アイト
haiti	アイティ
haite	アイテ
haita	あいた
haisu	あいす
haise	アイセ
haisa	アイサ
haino	アイノ
haina	アイナ
haimo	アイモ
haimi	アイミ
haika	アイカ
haijo	アイジョ
haiji	アイジ
haide	アイデ
haida	アイダ
hahni	ハニ
hagon	アゴン
hagio	アギオ
hagin	アギン
hagen	アゲン
hagan	アガン
hagaa	アガー
hafia	アフィア
haeri	アエリ
haedo	アエド
hadou	アドゥ
hadorians	アドリアンサ
hadoa	アドア
hadington	アディングトン
haden	アデン
hadda	アッダ
hadan	アダン
hacho	アチョ
hachimori	ガチモリ
habin	アビン
habia	アビア
habba	アッバ
habba	アッバ
haban	アバン
habal	ハバ
haami	アーミ
haake	アーケ
gzira	自ら
gyuto	ユト
gyura	ユラ
gyume	予め
gyuke	預け
gyoki	ヨキ
gyogi	ヨギ
gyase	やせ
gyasa	ヤサ
gyari	ヤリ
gyare	やれ
gyani	沿い
gyana	ヤナ
gyami	ヤミ
gyama	ヤマ
gwido	ウィド
gwasa	ワサ
gwari	わり
gwain	ワイン
gwaai	わーい
guzai	ウザイ
guyon	ウヨン
guugu	ウーグ
gutsu	うつ
gutai	ウタイ
gusha	うしゃ
guron	ウロン
gurie	ウリエ
guran	ウラン
guofu	ウオフ
gunto	うんと
gunsu	ウンス
gunma	ウンマ
gunji	ウンジ
gunje	ウンジェ
gunio	ウニオ
gunia	ウニア
gunbu	ウンブ
gunai	ウナイ
gunaa	ウナー
gujie	グイエ
guiyu	ウイユ
guèto	グト
guera	ウエラ
guddo	ウッド
guddi	ウッディ
gubin	ウビン
guasu	ウアス
guarapari	グァラパリ
guanabara	グアナバラ
gruza	ルザ
gruta	ルタ
grune	ルネ
gruma	ルマ
gruia	ルイア
gruha	ルハ
gruen	ルエン
gruda	ルダ
grube	ルベ
groza	ロザ
grota	ロタ
grosu	ロス
gropa	ロパ
groon	ローン
gromo	ロモ
grome	ロメ
grobe	ロベ
groba	ろば
grita	リタ
grini	リニ
griko	りこ
grike	リケ
grena	れな
greie	レイエ
greia	レイア
grege	レゲ
graza	ラザ
grawi	ラウィ
graue	ラウエ
grase	らせ
grandisson	ラディッソン
gramo	ラモ
graie	ライエ
grabu	らぶ
grabe	ラベ
graae	ラーエ
gozon	オゾン
gozan	オザン
gowarikar	オワリカラ
gowan	おわん
goura	オウラ
gouki	オウキ
goude	オウデ
gotto	オット
gotti	オッティ
gotte	オッテ
goten	オテン
gotan	オタン
gosse	オッセ
gossa	オッサ
goshi	オシ
gosei	オセイ
gorre	オッレ
goron	オロン
gorodenka	オロデンカー
gorie	オリエ
goree	オレー
goran	オラン
gorai	オライ
goppa	オッパ
goome	オーメ
googi	おおぎ
googe	オーゲ
goodo	オオド
gooda	オーダ
gonji	オンジ
gonin	オニン
gondokoro	オニドコロ
gomon	オモン
gomaa	オマー
golin	お隣
